_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE097574,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Lymphocyte cells,,,Rhodamine 123,[Rhodamine 123],30 min,,Ki,Ki,0.3,uM,JOURNAL:Pharmacological Research   PAGES:39   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097576,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Lymphocytes cells,,,Rhodamine 123,[Rhodamine 123],,,Ki,Ki,0.3,uM,JOURNAL:Pharmacological Research   PAGES:39   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097577,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",,,[3H]-Pitavastatin,[Pitavastatin Calcium],,,Ki,Ki,0.33,uM,DOI:10.1124/dmd.106.009290   JOURNAL:Drug Metabolism and Disposition   PAGES:1229   VOLUME:34,Literature,http://dx.doi.org/10.1124/dmd.106.009290,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097863,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,0.35,μM,"Horie, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069023,Telmisartan,CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O)C1=NC2=CC=CC=C2N1C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"P388/ DX cells, recombinant",0-100 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,0.38,uM,DOI:10.1002/bdd.699   JOURNAL:Biopharmaceutics and Drug Disposition   PAGES:150   VOLUME:31,Literature,http://dx.doi.org/10.1002/bdd.699,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097864,Elacridar (GF120918)2,COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,0.39,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069026,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCK (NBL-2) cells, recombinant",0-10 uM,,Calcein AM,[Calcein acetomethoxy ester],30 min,,IC50,IC50,0.4,uM,DOI:10.1016/j.bbrc.2006.05.058   JOURNAL:Biochemical and Biophysical Research Communications   PAGES:45   VOLUME:346,Literature,http://dx.doi.org/10.1016/j.bbrc.2006.05.058,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069030,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"L-MDR1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,0.4,uM,DOI:10.1124/dmd.105.007377   JOURNAL:Drug Metabolism and Disposition   PAGES:203   VOLUME:34,Literature,http://dx.doi.org/10.1124/dmd.105.007377,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070344,Ivermectin,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,LLC-PK1 cells,,,Rhodamine 123,,,,IC50,IC50,0.4,μM,"Lespine, 2006",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070345,Valspodar2,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,CEM cells,,,Calcein AM,,,,IC50,IC50,0.41,μM,"Tiberghien, 1996",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069032,Quinidine Gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-200 uM,,[Bodipyl-FL]-Prazosin,[Prazosin Hydrochloride],,,IC50,IC50,0.43,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069034,Quinidine Polygalacturonate,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-200 uM,,[Bodipyl-FL]-Prazosin,[Prazosin Hydrochloride],,,IC50,IC50,0.43,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069035,Quinidine Sulfate,OS(O)(=O)=O.[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-200 uM,,[Bodipyl-FL]-Prazosin,[Prazosin Hydrochloride],,,IC50,IC50,0.43,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097583,Mefloquine Hydrochloride,Cl.O[C@@H]([C@@H]1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"P388 VMDR C0.4 cells, recombinant",0-100 uM,,[3H]-Daunorubicin,[Daunorubicin Hydrochloride],60 min,,Ki,Ki,0.43,uM,JOURNAL:Biochimica et Biophysica Acta  Molecular Basis of Disease   PAGES:8   VOLUME:1316,Literature,,1996,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097865,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,0.43,μM,"Horie, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097585,Propafenone Hydrochloride,Cl.CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"P388 VMDR C0.4 cells, recombinant",0-100 uM,,[3H]-Daunorubicin,[Daunorubicin Hydrochloride],60 min,,Ki,Ki,0.44,uM,JOURNAL:Biochimica et Biophysica Acta  Molecular Basis of Disease   PAGES:8   VOLUME:1316,Literature,,1996,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097866,Elacridar (GF120918)2,COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDCK-MDR1 cells,,,"Digoxin1,3",,,,Ki,Ki,0.44,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069038,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,[Lucifer yellow],[Lucifer yellow],,,IC50,IC50,0.45,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069039,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,Digoxin,[Digoxin],2.5 h,,IC50,IC50,0.45,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097852,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0.01-0.30 umol/L,,Verapamil Hydrochloride,[Verapamil Hydrochloride],2 h,,Ki,Ki,0.45,umol/L,DOI:10.1124/dmd.112.049577   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:683   VOLUME:41,Literature,http://dx.doi.org/10.1124/dmd.112.049577,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097867,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,0.46,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069040,Ponatinib Hydrochloride,Cl.CN1CCN(CC1)CC1=C(C=C(NC(=O)C2=CC(C#CC3=CN=C4C=CC=NN34)=C(C)C=C2)C=C1)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,0.0165-12 uM,,Digoxin,[Digoxin],,concentration dependent inhibition,IC50,IC50,0.49,uM,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 203469/S-000 Part 04, page:14 PDF 2491k",FDA approval package document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070346,Ivermectin,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1a expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,0.5,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070347,Ivermectin,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1b expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,0.5,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070348,Reserpine2,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Daunorubicin,,,,IC50,IC50,0.5,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070349,Rhodamine 123,COC(=O)C1=CC=CC=C1C2=C3C=CC(=[NH2+])C=C3OC4=C2C=CC(=C4)N.[Cl-],MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Verapamil2,4",,,,IC50,IC50,0.5,μM,"Doppenshmitt, 1998",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070350,Valspodar2,C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 exressing CCRF-cEM/VCR 1000 cells,,,Daunorubicin,,,,IC50,IC50,0.5,μM,"Jabeen, 2012",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070351,"Verapamil2,4",CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing MDCK cells,,,Calcein AM,,,,IC50,IC50,0.5,μM,"Pellicani, 2012",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069042,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,Digoxin,[Digoxin],2.5 h,,IC50,IC50,0.57,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069043,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,[Lucifer yellow],[Lucifer yellow],,,IC50,IC50,0.57,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069045,Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.4-100 uM,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,0.6,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070352,Clofazimine,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Daunorubicin,,,,IC50,IC50,0.6,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070353,Gpv005,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 exressing CCRF-cEM/VCR 1000 cells,,,Daunorubicin,,,,IC50,IC50,0.6,μM,"Jabeen, 2012",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069048,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,Digoxin,[Digoxin],2.5 h,,IC50,IC50,0.62,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069049,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,[Lucifer yellow],[Lucifer yellow],,,IC50,IC50,0.62,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097588,Dronedarone Hydrochloride,Cl.CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",12.5-25 uM,,Rivaroxaban,[Rivaroxaban],,competitive inhibition,Ki,Ki,0.68,uM,DOI:10.1124/dmd.116.073890   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:260   VOLUME:45,Literature,http://dx.doi.org/10.1124/dmd.116.073890,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097590,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"P388 VMDR C0.4 cells, recombinant",0-100 uM,,[3H]-Daunorubicin,[Daunorubicin Hydrochloride],60 min,,Ki,Ki,0.69,uM,JOURNAL:Biochimica et Biophysica Acta  Molecular Basis of Disease   PAGES:8   VOLUME:1316,Literature,,1996,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070354,Cyclosporine,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1b expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,0.7,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070355,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing L5178 cells,,,Rhodamine 123,,,,IC50,IC50,0.7,μM,"Broccatelli, 2011",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070356,Itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Mouse mdr1b expressing LLC-PK1 cells,,,Calcein AM,,,,IC50,IC50,0.7,μM,"Schwab, 2003",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070357,Niguldipine,CC1=C(C(C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 exressing CCRF-cEM/VCR 1000 cells,,,Daunorubicin,,,,IC50,IC50,0.7,μM,"Jabeen, 2012",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
