CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL2163421	1426838	CHEMBL2163421	1426838		3l	375.41	0.66	93.39	0	OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOc2cc(F)ccc2F	12083646	Ratio	=	4.7	-	NA	Ratio	=	4.7			NA	0	BAO_0000179			858872	CHEMBL2167918	A	Efflux ratio of permeability in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65797	CHEMBL2163238	22712544	J. Med. Chem.	2012	55	13	6061	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2165924	1429366	CHEMBL2165924	1429366		3s	369.46	0.39	102.62	0	COc1ccccc1OCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO	12083647	Ratio	=	3.9	-	NA	Ratio	=	3.9			NA	0	BAO_0000179			858872	CHEMBL2167918	A	Efflux ratio of permeability in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65797	CHEMBL2163238	22712544	J. Med. Chem.	2012	55	13	6061	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL377418	354503	CHEMBL377418	354503		40	467.56	5.58	59	1	COc1ccc(cc1)c2ccc(OCCN3CCC[C@H]3C(=O)O)c(Sc4cccc(F)c4)c2	1757072	Ratio	=	2.9	-	NA	Ratio	=	2.9			NA	0	BAO_0000179			387074	CHEMBL862965	A	Ratio of permeability from basolateral to apical over apical to basolateral side of Caco-2 cell	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	31583	CHEMBL1146043	16725323	Bioorg. Med. Chem. Lett.	2006	16	15	3981	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL383196	339308	CHEMBL383196	339308		1a	727.82	1.91	201.26	2	CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)\C=C/c4ccccc4OCOC1=O	1679495	Ratio	=	6.1	-	NA	Ratio	=	6.1			NA	0	BAO_0000179			333840	CHEMBL864086	A	Ratio of permeability from basolateral to apical over apical to basolateral side of the Caco-2 cell membrane in presence of 20 uM cyclosporin A	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	30684	CHEMBL1149457	16480263	J. Med. Chem.	2006	49	4	1261	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1224024	690476	CHEMBL1224024	690476		55	286.2	4.1	29.1	0	CCCC1(CCCN1)C(=O)c2ccc(Cl)c(Cl)c2	3415982	Ratio	=	0.42	-	NA	Ratio	=	0.42			NA	0	BAO_0000179			652468	CHEMBL1225671	A	Efflux ratio of permeability from basolateral to apical to apical to basolateral side of human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	52446	CHEMBL1221322	20691589	Bioorg. Med. Chem. Lett.	2010	20	18	5559	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1224164	690618	CHEMBL1224164	690618		53	256.35	3.27	44.89	0	CCCC1(CCCN1)C(=O)c2ccc3[nH]ccc3c2	3415980	Ratio	=	0.25	-	NA	Ratio	=	0.25			NA	0	BAO_0000179			652468	CHEMBL1225671	A	Efflux ratio of permeability from basolateral to apical to apical to basolateral side of human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	52446	CHEMBL1221322	20691589	Bioorg. Med. Chem. Lett.	2010	20	18	5559	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2031874	1343943	CHEMBL2031874	1343943		39	391.52	3.15	43.86	0	CN(C)C(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2	10888895	Ratio	=	2.57	-	NA	Ratio	=	2.57			NA	0	BAO_0000179			819066	CHEMBL2034388	A	Permeability directional ratio in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61936	CHEMBL2029265	22313242	J. Med. Chem.	2012	55	5	2452	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL3261701	1746662	CHEMBL3261701	1746662		12	443.37	6.32	41.57	1	CN(C)CCC(Oc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)c3ccccc3	14648420	Ratio	=	1.1	-	NA	Ratio	=	1.1			NA	0	BAO_0000179			1350025	CHEMBL3270825	A	Efflux ratio of apparent permeability from basolateral to apical over apical to basolateral side in vinblastine-treated human Caco2 cells at 3 to 50 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	83119	CHEMBL3259720	24717153	Bioorg. Med. Chem. Lett.	2014	24	9	2118	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL90568	145542	CHEMBL90568	145542	DIOSMETIN	diosmetin	300.27	2.59	100.13	0	COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2	2192084	Ratio	=	0.2	-	NA	Ratio	=	0.2			NA	0	BAO_0000179			534581	CHEMBL988142	A	Ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	42584	CHEMBL1157141	18249545	Bioorg. Med. Chem.	2008	16	7	4009	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1173643	651339	CHEMBL1173643	651339		15a	483.5	4.39	114.42	0	Oc1cc(F)ccc1c2cc(c3cccc(c3)N4CCNCC4)c(C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL3216853	1705630	CHEMBL293212	93178		4, AR-R17477	369.92	5.17	47.91	1	Cl.Cl.Cl.Clc1cccc(CNCCc2ccc(NC(=N)c3cccs3)cc2)c1	13957774	Ratio	=	1.3	-	NA	Ratio	=	1.3			NA	0	BAO_0000179			1298281	CHEMBL3130546	A	Efflux ratio of apparent permeability across apical to basolateral side over basolateral to apical side in human Caco2 cells at 10 uM for 2 hrs by LC-MS/MS analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	77146	CHEMBL3124831	24472039	J. Med. Chem.	2014	57	4	1513	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL3237877	1736425	CHEMBL3237877	1736425		2	580.69	5.23	104.23	2	C[C@@H](CO)N1[C@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O	14571155	Ratio	=	0.1	-	NA	Ratio	=	0.1			NA	0	BAO_0000179			1338723	CHEMBL3242194	A	Efflux ratio of apparent permeability from basolateral to apical side to apical to basolateral side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	82378	CHEMBL3232955	24524242	J. Med. Chem.	2014	57	6	2746	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1951428	1280415	CHEMBL1951428	1280415		(S)-4f	451.53	2.62	105.76	0	CC	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL1951595	1280583	CHEMBL1951595	1280583		(S)-11a	526.6	2.24	128.28	1	COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL1957472	1283004	CHEMBL1957472	1283004		15	405.41	2.46	92.65	0	NC1=NC(C2=NCC(F)(F)CN12)(c3ccncc3)c4cccc(c4)c5cncnc5	8048710	Ratio		NA		NA	Ratio		NA		Not Determined	NA	0	BAO_0000193			807687	CHEMBL1959452	A	Efflux ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 10 uM after 60 mins by LC-MS analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61264	CHEMBL1955861	22325942	Bioorg. Med. Chem. Lett.	2012	22	5	1854	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1957483	1283015	CHEMBL1957483	1283015		(R)-25	468.43	3.95	72.44	0	NC1=N[C@](C2=NCC(F)(F)CN12)(c3ccc(OC(F)F)cc3)c4cccc(OCCCF)c4	8048721	Ratio	=	0.8	-	NA	Ratio	=	0.8			NA	0	BAO_0000179			807687	CHEMBL1959452	A	Efflux ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 10 uM after 60 mins by LC-MS analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	61264	CHEMBL1955861	22325942	Bioorg. Med. Chem. Lett.	2012	22	5	1854	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL609157	599122	CHEMBL609157	599122		4c	546.92	3.35	140.3	1	CCN(NC(=O)c1onc(OC)c1)C(=O)NCc2ccc(cc2F)c3cc(Cl)cc(F)c3c4nnn(C)n4	3108785	Ratio	=	3.8	-	NA	Ratio	=	3.8			NA	0	BAO_0000179			612384	CHEMBL1066270	A	Ratio of permeability from basolateral to apical side to apical to basolateral side in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	49826	CHEMBL1157727	20015645	Bioorg. Med. Chem. Lett.	2010	20	3	1225	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1939624	1274470	CHEMBL1939624	1274470		20	514.63	3.97	101.38	1	CN(C)CCNC(=O)C(C)(C)COc1nnc(c2ccc(NC(=O)c3ccc4ccccc4c3)cc2)n1C	8010339	Ratio	=	38	-	NA	Ratio	=	38			NA	0	BAO_0000179			797439	CHEMBL1943182	A	Efflux ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60878	CHEMBL1938228	22217874	Bioorg. Med. Chem. Lett.	2012	22	2	824	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL593315	596176	CHEMBL593315	596176		5a	554.12	3.72	94.64	1	CN(C)C(=O)[C@H]1CC[C@H](NC(=O)c2ccc3cc(Cl)ccc3c2)[C@@H](C1)NC(=O)c4nc5CCN(C)Cc5s4	3078333	Ratio	>	30	-	NA	Ratio	>	30			NA	0	BAO_0000179			605889	CHEMBL1067921	A	Ratio of permeability for atenolol to permeability for drug in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	49394	CHEMBL1153111	19900814	Bioorg. Med. Chem.	2009	17	24	8221	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL595049	594675	CHEMBL595049	594675		8e	544.08	2.45	123.32	1	CN(C)C(=O)[C@H]1CC[C@H](NC(=O)c2nc3cc(Cl)ccc3[nH]2)[C@@H](C1)NC(=O)c4nc5CCN(C)Cc5s4	3090576	Ratio	=	13	-	NA	Ratio	=	13			NA	0	BAO_0000179			604951	CHEMBL1067897	A	Ratio of permeability for atenolol to permeability for drug in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	49374	CHEMBL1153091	19884015	Bioorg. Med. Chem.	2009	17	24	8206	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL595760	591264	CHEMBL595760	591264		13	535.71	4.23	69.64	1	Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CCC4(CCN(CC4)C(=O)C(C)(C)C)c5cccc(F)c5)C[C@H]3C2	3084045	Ratio	=	6.39	-	NA	Ratio	=	6.39			NA	0	BAO_0000179			604795	CHEMBL1072589	A	Efflux ratio of apparent permeability from apical to basolateral side over basolateral to apical of human Caco-2 cells after 21 days in absence of Pgp inhibitor elacridar	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	49494	CHEMBL1153211	20004099	Bioorg. Med. Chem. Lett.	2010	20	2	704	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL598336	599315	CHEMBL598336	599315		5	419.48	3	89.55	0	COc1ccc(cc1OC)C(=O)NCc2cccc(c2)C(=O)NCCc3ccncc3	3130866	Ratio	=	58	-	NA	Ratio	=	58			NA	0	BAO_0000179			607701	CHEMBL1066166	A	Ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	49811	CHEMBL1157712	20000469	J. Med. Chem.	2010	53	2	759	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL599792	599591	CHEMBL599792	599591		21	447.54	3.95	79.9	0	COc1ccc(cc1OC)C(=O)NCc2cccc(c2)C(=O)Nc3ccc(CN(C)C)cc3	3130863	Ratio	>	146	-	NA	Ratio	>	146			NA	0	BAO_0000179			607701	CHEMBL1066166	A	Ratio of permeability from basolateral to apical side over apical to basolateral side in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	49811	CHEMBL1157712	20000469	J. Med. Chem.	2010	53	2	759	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL3120495	1619807	CHEMBL3120495	1619807		2	250.34	2.76	57.53	0	CC1(C)C[C@H]2[C@H]1[C@@H](O)C\C(=C/CCC2=C)\C(=O)O	13928143	Ratio	=	0.97	-	NA	Ratio	=	0.97			NA	0	BAO_0000179			1292030	CHEMBL3124455	A	Efflux ratio of apparent permeability from apical to basolateral side to basolateral to apical side in human Caco2 cells at 50 uM at pH 7.4 by HPLC-DAD analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	76937	CHEMBL3120128	24279746	J. Nat. Prod.	2014	77	3	464	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL257356	425874	CHEMBL257356	425874		1d	511.63	2.23	159.82	1	CC(C)CCN1N=C(C(=C(C1=O)C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2)O)C(C)(C)C	2168728	Ratio	=	10	-	NA	Ratio	=	10			NA	0	BAO_0000179			480113	CHEMBL935711	A	Ratio of permeability from basolateral to apical side over apical to basolateral side of human Caco-2 cells at 10 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	39563	CHEMBL1145649	18442904	Bioorg. Med. Chem. Lett.	2008	18	11	3421	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL257959	425737	CHEMBL257959	425737		1n	523.64	2.74	159.82	1	CC(=CC1=NN(CCC(C)(C)C)C(=O)C(=C1O)C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2)C	2168718	Ratio	=	17	-	NA	Ratio	=	17			NA	0	BAO_0000179			480113	CHEMBL935711	A	Ratio of permeability from basolateral to apical side over apical to basolateral side of human Caco-2 cells at 10 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	39563	CHEMBL1145649	18442904	Bioorg. Med. Chem. Lett.	2008	18	11	3421	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL259030	441855	CHEMBL259030	441855		27	377.48	5.11	39.72	1	COc1cccc(CCc2ccccc2NCc3cc(OC)cc(OC)c3)c1	2108481	Ratio	=	6.9	-	NA	Ratio	=	6.9			NA	0	BAO_0000179			465977	CHEMBL931161	A	Ratio of permeability from apical to basolateral side over basolateral to apical side in human Caco-2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	38582	CHEMBL1142354	18257545	J. Med. Chem.	2008	51	5	1415	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL240780	404848	CHEMBL240780	404848		10e	513.13	4.6	64.68	1	CNCCC(=O)N[C@@H](C(C)C)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@H](C)Cc3ccc(Cl)cc3	1994810	Ratio	=	7.2	-	NA	Ratio	=	7.2			NA	0	BAO_0000179			450511	CHEMBL900806	A	Ratio of permeability from apical to basolateral side over basolateral to apical side of the Caco-2 cell membrane	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	37120	CHEMBL1137579	17918824	J. Med. Chem.	2007	50	22	5249	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL552127	564185	CHEMBL552127	564185		3b	431.46	2.76	86.25	0	CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c3ccc(cn3)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL563849	557180	CHEMBL563849	557180		4a	418.42	2.7	92.24	0	N[C@@H](CC(=O)N1CCC[C@H]1COc2ccc(cn2)C	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL2426168	1581289	CHEMBL2426168	1581289		ML216	383.33	4.4	79.8	0	Fc1ccc(NC(=O)Nc2nnc(s2)c3ccncc3)cc1C(F)(F)F	13439224	Ratio	=	2	-	NA	Ratio	=	2			NA	0	BAO_0000179			983195	CHEMBL2428254	A	Efflux ratio of permeability from apical to basolateral side over basolateral to apical side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	74924	CHEMBL2424634	24012121	Bioorg. Med. Chem. Lett.	2013	23	20	5660	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL222517	368996	CHEMBL222517	368996		9k	473.54	1.38	96.02	0	CCCS(=O)(=O)N1CCC(CNC(=O)c2c(F)cccc2F)(CC1)C(=O)N3CCOCC3	1811456	Ratio	=	8.9	-	NA	Ratio	=	8.9			NA	0	BAO_0000179			424813	CHEMBL909057	A	Ratio of permeability from basolateral to apical over apical to basolateral side of Caco-2 cell expressing mouse p-glycoprotein	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	34944	CHEMBL1145293	16987662	Bioorg. Med. Chem. Lett.	2006	16	23	5968	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL222899	368844	CHEMBL222899	368844		9e	490	1.89	96.02	0	CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(F)cc2Cl)(CC1)C(=O)N3CCOCC3	1811462	Ratio	=	8.9	-	NA	Ratio	=	8.9			NA	0	BAO_0000179			424813	CHEMBL909057	A	Ratio of permeability from basolateral to apical over apical to basolateral side of Caco-2 cell expressing mouse p-glycoprotein	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	34944	CHEMBL1145293	16987662	Bioorg. Med. Chem. Lett.	2006	16	23	5968	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1780165	1148645	CHEMBL1780165	1148645		26	382.47	3.83	71.42	0	C1CC(CCN1)n2cc(c3ccc4c(Cc5c[nH]nc45)c3)c(n2)c6ccncc6	6202660	Ratio	=	6.17	-	NA	Ratio	=	6.17			NA	0	BAO_0000179			747763	CHEMBL1780962	A	Efflux ratio of apparent permeability from apical to basolateral side to basolateral to apical side in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	57691	CHEMBL1777745	21536432	Bioorg. Med. Chem. Lett.	2011	21	11	3488	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1761629	1138914	CHEMBL1761629	1138914		30h	568.06	5.01	136.65	2	CN1CCc2nc(sc2C1)C(=O)Nc3cc(OC(C)(C)C(=O)O)ccc3NC(=O)c4cc5cc(Cl)ccc5[nH]4	6153347	Ratio	=	0.24	-	NA	Ratio	=	0.24			NA	0	BAO_0000179			739716	CHEMBL1763542	A	Permeability across human Caco2 cells at pH 7.4 relative to atenolol	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	57195	CHEMBL1759970	21345673	Bioorg. Med. Chem. Lett.	2011	21	7	2133	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2348854	1530696	CHEMBL2348854	1530696		10	366.4	3.18	88.49	0	Cn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c4ccc(F)cc14	12717325	Ratio	=	0.2	-	NA	Ratio	=	0.2			NA	0	BAO_0000179			949751	CHEMBL2350849	A	Efflux ratio of permeability in human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72741	CHEMBL2346624	23350847	J. Med. Chem.	2013	56	4	1677	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL472253	517016	CHEMBL472253	517016		5f	262.38	1.45	46.33	0	CCN(CC	NA			NA		NA			NA			NA	NA				NA				NA			NA	NA			NA			NA			NA		NA	NA	NA		NA		NA	NA	NA	NA	NA			NA	NA
CHEMBL2323691	1517852	CHEMBL2323691	1517852		9b	464.52	-0.41	183.18	1	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(NC(=O)CCN)cc3	12664548	Ratio		NA		NA	Ratio		NA		Not Determined	NA	0	BAO_0000193			938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL456675	515822	CHEMBL456675	515822		9b	432.57	3.86	50.72	0	COc1cccc(CCc2ccccc2OCCCN3CCN(CC3)c4ncccn4)c1	2385050	Ratio	=	131	-	NA	Ratio	=	131			NA	0	BAO_0000179			494041	CHEMBL938575	A	Ratio of apparent permeability from apical to basolateral over basolateral to apical side of human Caco-2 cells after 120 mins by UV-visible spectroscopy	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	45355	CHEMBL1140844	19053888	J. Med. Chem.	2008	51	23	7602	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL436746	339441	CHEMBL436746	339441		1c	727.82	1.91	201.26	2	CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)\C=C/c4ccccc4OCOC1=O	1679540	Ratio	=	5	-	NA	Ratio	=	5			NA	0	BAO_0000179			333837	CHEMBL864083	A	Ratio of permeability from basolateral to apical over apical to basolateral side of the Caco-2 cell membrane in presence of 2 uM GF 120918	1	Scientific Literature	Homo sapiens	NA	9606	Intermediate	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	30684	CHEMBL1149457	16480263	J. Med. Chem.	2006	49	4	1261	495	CHEMBL3307519	Caco-2	NA	NA
